center,left,right,steering,throttle,brake,speed
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_04_742.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_04_742.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_04_742.jpg,-0.1383362,0.7579656,0,30.1282
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_04_818.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_04_818.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_04_818.jpg,-0.0705937,0.7772936,0,30.13692
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_04_889.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_04_889.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_04_889.jpg,0,0.7579656,0,30.12909
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_04_965.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_04_965.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_04_965.jpg,0,0.7579656,0,30.12894
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_045.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_045.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_045.jpg,0,0.7482827,0,30.12575
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_113.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_113.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_113.jpg,0,0.7482827,0,30.12676
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_188.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_188.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_188.jpg,0,0.7482827,0,30.12657
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_266.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_266.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_266.jpg,0,0.7482827,0,30.12658
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_335.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_335.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_335.jpg,0,0.7482827,0,30.12666
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_402.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_402.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_402.jpg,-0.02221695,0.7482827,0,30.12645
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_469.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_469.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_469.jpg,-0.03189984,0.7482827,0,30.12638
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_547.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_547.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_547.jpg,-0.1092876,0.7385998,0,30.12518
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_624.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_624.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_624.jpg,-0.1286533,0.7482827,0,30.12235
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_694.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_694.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_694.jpg,-0.1286533,0.7095888,0,30.11861
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_770.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_770.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_770.jpg,-0.1286533,0.7095888,0,30.11561
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_845.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_845.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_845.jpg,-0.1189705,0.7289169,0,30.1229
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_05_930.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_05_930.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_05_930.jpg,-0.1383362,0.7095888,0,30.12207
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_004.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_004.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_004.jpg,-0.1770301,0.690223,0,30.11468
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_078.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_078.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_078.jpg,-0.2060411,0.6999059,0,30.11053
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_148.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_148.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_148.jpg,-0.2060411,0.6999059,0,30.10975
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_220.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_220.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_220.jpg,-0.2060411,0.6999059,0,30.11209
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_304.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_304.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_304.jpg,-0.1189705,0.7095888,0,30.11566
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_373.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_373.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_373.jpg,-0.0802766,0.7095888,0,30.11521
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_441.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_441.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_441.jpg,-0.0705937,0.7289169,0,30.1242
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_518.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_518.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_518.jpg,-0.0705937,0.7289169,0,30.12124
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_590.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_590.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_590.jpg,0,0.7289169,0,30.12141
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_664.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_664.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_664.jpg,0,0.7385998,0,30.12471
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_754.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_754.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_754.jpg,0,0.7385998,0,30.12377
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_828.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_828.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_828.jpg,0,0.7289169,0,30.1217
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_895.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_895.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_895.jpg,0,0.7385998,0,30.12392
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_06_973.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_06_973.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_06_973.jpg,0,0.7095888,0,30.11649
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_073.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_073.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_073.jpg,0,0.6999059,0,30.11322
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_155.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_155.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_155.jpg,0,0.690223,0,30.11457
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_233.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_233.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_233.jpg,0,0.6999059,0,30.11491
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_305.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_305.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_305.jpg,0,0.6999059,0,30.11443
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_384.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_384.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_384.jpg,0,0.6999059,0,30.11436
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_457.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_457.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_457.jpg,0,0.6999059,0,30.11436
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_528.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_528.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_528.jpg,0,0.6999059,0,30.11221
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_597.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_597.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_597.jpg,0,0.6999059,0,30.11547
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_675.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_675.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_675.jpg,0,0.690223,0,30.11228
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_766.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_766.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_766.jpg,0,0.6999059,0,30.11406
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_833.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_833.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_833.jpg,0,0.690223,0,30.11224
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_908.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_908.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_908.jpg,0,0.690223,0,30.11189
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_07_990.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_07_990.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_07_990.jpg,0,0.6708949,0,30.10576
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_059.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_059.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_059.jpg,0,0.6515292,0,30.10195
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_137.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_137.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_137.jpg,-0.06091081,0.6225182,0,30.09177
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_209.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_209.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_209.jpg,-0.0802766,0.6225182,0,30.09422
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_284.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_284.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_284.jpg,-0.0802766,0.6128353,0,30.09429
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_353.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_353.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_353.jpg,-0.0802766,0.5934696,0,30.08929
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_428.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_428.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_428.jpg,-0.0802766,0.6031524,0,30.0867
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_505.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_505.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_505.jpg,-0.0802766,0.5934696,0,30.08682
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_571.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_571.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_571.jpg,-0.0802766,0.5741414,0,30.08056
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_650.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_650.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_650.jpg,-0.1286533,0.5644585,0,30.07791
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_722.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_722.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_722.jpg,-0.1770301,0.5644585,0,30.07656
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_802.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_802.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_802.jpg,-0.1770301,0.5644585,0,30.07787
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_873.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_873.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_873.jpg,-0.1673472,0.5257647,0,30.06704
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_08_946.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_08_946.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_08_946.jpg,-0.1673472,0.5063989,0,30.06949
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_017.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_017.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_017.jpg,-0.03189984,0.5160818,0,30.06787
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_095.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_095.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_095.jpg,0,0.5257647,0,30.0701
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_169.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_169.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_169.jpg,0,0.5450928,0,30.07421
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_250.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_250.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_250.jpg,0,0.5257647,0,30.06983
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_327.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_327.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_327.jpg,0,0.5160818,0,30.06687
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_407.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_407.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_407.jpg,0,0.5063989,0,30.06564
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_474.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_474.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_474.jpg,-0.0705937,0.5063989,0,30.06447
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_544.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_544.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_544.jpg,-0.0705937,0.5063989,0,30.06324
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_617.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_617.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_617.jpg,-0.0705937,0.5160818,0,30.0674
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_688.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_688.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_688.jpg,-0.0705937,0.5160818,0,30.06741
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_764.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_764.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_764.jpg,-0.0705937,0.5160818,0,30.06753
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_843.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_843.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_843.jpg,-0.0705937,0.5257647,0,30.06811
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_925.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_925.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_925.jpg,-0.0705937,0.5257647,0,30.06792
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_09_998.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_09_998.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_09_998.jpg,-0.0705937,0.5257647,0,30.07003
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_093.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_093.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_093.jpg,-0.0802766,0.5257647,0,30.06993
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_162.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_162.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_162.jpg,-0.0802766,0.5257647,0,30.06997
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_234.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_234.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_234.jpg,-0.0802766,0.5257647,0,30.07014
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_306.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_306.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_306.jpg,-0.0802766,0.5257647,0,30.07003
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_380.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_380.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_380.jpg,-0.0802766,0.5257647,0,30.07004
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_455.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_455.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_455.jpg,-0.0705937,0.5257647,0,30.06877
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_522.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_522.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_522.jpg,-0.0802766,0.5450928,0,30.07675
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_598.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_598.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_598.jpg,-0.04158272,0.5547757,0,30.07535
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_665.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_665.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_665.jpg,-0.03189984,0.5450928,0,30.07578
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_739.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_739.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_739.jpg,-0.03189984,0.5450928,0,30.07524
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_815.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_815.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_815.jpg,-0.03189984,0.5450928,0,30.07515
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_890.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_890.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_890.jpg,-0.03189984,0.5450928,0,30.07514
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_10_971.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_10_971.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_10_971.jpg,-0.02221695,0.5450928,0,30.07518
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_11_043.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_11_043.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_11_043.jpg,-0.01253407,0.5547757,0,30.07727
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_11_134.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_11_134.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_11_134.jpg,-0.02221695,0.5547757,0,30.0776
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_11_225.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_11_225.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_11_225.jpg,-0.01253407,0.5450928,0,30.07884
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_11_308.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_11_308.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_11_308.jpg,-0.02221695,0.5450928,0,30.07453
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_03_11_376.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_03_11_376.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_03_11_376.jpg,-0.02221695,0.5160818,0,30.06492
